,label,message
3392,ham,"I'm in a meeting, call me later at"
2337,ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
5300,ham,I can't make it tonight
197,ham,Did u got that persons story
647,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
5210,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
2604,ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
2742,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
3728,ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
2047,ham,"Aight fuck it, I'll get it later"
1183,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
2524,ham,"Sorry, I'll call later"
2777,ham,Send me your id and password
667,ham,Carlos'll be here in a minute if you still need to buy
4711,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
1140,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
2193,ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
287,ham,Ok..
1987,ham,S..antha num corrct dane
586,ham,Tell them u have a headache and just want to use 1 hour of sick time.
160,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
3635,ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
1246,ham,Hello which the site to download songs its urgent pls
3837,ham,Then ü come n pick me at 530 ar?
631,ham,Please dont say like that. Hi hi hi
2688,ham,Okie
1237,ham,How much are we getting?
3415,ham,No pic. Please re-send.
2583,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
772,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
1943,ham,K...k:)why cant you come here and search job:)
3107,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
3786,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
2640,ham,Why she wants to talk to me
1381,ham,i dnt wnt to tlk wid u
2566,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
980,ham,Another month. I need chocolate weed and alcohol.
2772,ham,Then ur sis how?
3299,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
1536,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
411,ham,Come by our room at some point so we can iron out the plan for this weekend
2089,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
2074,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
2891,ham,Shuhui has bought ron's present it's a swatch watch...
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
1769,ham,How. Its a little difficult but its a simple way to enter this place
1887,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
4237,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2764,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2597,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
951,ham,"Awesome, lemme know whenever you're around"
2226,ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
2177,ham,get ready to moan and scream :)
2196,ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
1923,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
2003,spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
3737,ham,Hows the street where the end of library walk is?
3201,ham,Just curious because my cuz asked what I was up to
4691,ham,Ok no prob
2309,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
5345,ham,Wat ü doing now?
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
4852,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
485,ham,You should change your fb to jaykwon thuglyfe falconerf
3473,ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
5085,ham,Sorry i missed your call. Can you please call back.
1378,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
219,ham,I have to take exam with march 3
564,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
3331,ham,Send me yetty's number pls.
1553,ham,U too...
727,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
2621,ham,How come?
971,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
4712,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
1300,ham,Great to hear you are settling well. So what's happenin wit ola?
290,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
5509,ham,Lol they were mad at first but then they woke up and gave in.
3431,ham,You've always been the brainy one.
692,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
4519,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
5557,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
4618,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
388,ham,Mm that time you dont like fun
1057,ham,Then u drive lor.
1264,ham,Ok. No wahala. Just remember that a friend in need ...
760,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
4067,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
1471,ham,Take some small dose tablet for fever
4570,ham,At WHAT TIME should i come tomorrow
1346,ham,Que pases un buen tiempo or something like that
4441,ham,I've got it down to a tea. not sure which flavour
743,ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
3853,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
437,ham,"Ask g or iouri, I've told the story like ten times already"
629,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
384,ham,Hey i will be late ah... Meet you at 945+
1925,ham,Ok
2190,ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
1706,ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
1708,ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
2635,ham,"Sorry da thangam, very very sorry i am held up with prasad."
1016,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
4004,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
2346,ham,"Hi this is yijue, can i meet u at 11 tmr?"
3131,ham,Ok. But i finish at 6.
2875,ham,Crucify is c not s. You should have told me earlier.
3689,ham,I'll meet you in the lobby
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
2390,ham,Boo. How's things? I'm back at home and a little bored already :-(
3884,ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
2634,ham,"That's what I love to hear :V see you sundayish, then"
4761,ham,I'm home. Doc gave me pain meds says everything is fine.
5444,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
1702,ham,Can come my room but cannot come my house cos my house still messy... Haha...
4765,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
2584,ham,"Goodmorning, today i am late for 1hr."
1080,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
5319,ham,Kothi print out marandratha.
5023,ham,Yes its possible but dint try. Pls dont tell to any one k
1752,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
2591,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
1128,ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
260,ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
5467,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
2537,ham,You do what all you like
129,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
699,ham,Mum ask ü to buy food home...
4340,ham,Just got outta class gonna go gym.
1188,ham,There's no point hangin on to mr not right if he's not makin u happy
3019,ham,I didn't get the second half of that message
5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
4584,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
338,ham,Just sleeping..and surfing
116,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1613,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
660,spam,88800 and 89034 are premium phone services call 08718711108
4619,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
718,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
1796,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
1578,ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
3487,ham,"Yeah, probably earlier than that"
3744,ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
180,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
451,ham,hanks lotsly!
1369,ham,Alright. I'm out--have a good night!
4316,ham,Captain is in our room:)
3276,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
5091,ham,No no. I will check all rooms befor activities
1992,ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
1446,ham,I am in a marriage function
2603,ham,So when you gonna get rimac access 
2695,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
474,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
81,ham,K. Did you call me just now ah? 
4752,spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
4954,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
684,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
4345,ham,Hi:)did you asked to waheeda fathima about leave?
777,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
2506,ham,Congrats kano..whr s the treat maga?
102,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
2525,spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
2732,ham,Mm feeling sleepy. today itself i shall get that dear
5491,ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
4875,ham,Wat happened to the cruise thing
456,ham,Si si. I think ill go make those oreo truffles.
1812,ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
541,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
1928,ham,Omg it could snow here tonite!
1238,ham,Is ur paper in e morn or aft tmr?
695,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
5301,ham,At WHAT TIME should i come tomorrow
2780,ham,Well I might not come then...
1407,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
5357,ham,Ok
2848,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
5411,ham,I ask if u meeting da ge tmr nite...
632,ham,Thank u!
354,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
1423,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
3659,ham,R u here yet? I'm wearing blue shirt n black pants.
3094,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
839,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
3494,ham,"Cool, text me when you head out"
3429,ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
4602,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
5478,ham,No probably  &lt;#&gt; %.
4284,ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
1070,ham,Jus finish bathing...
4062,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
905,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
5492,spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
2323,ham,Should I be stalking u?
433,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
3478,ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
5024,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
4296,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
3365,ham,"Yo my trip got postponed, you still stocked up?"
2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
3470,ham,All day working day:)except saturday and sunday..
2425,ham,Oh k k:)but he is not a big hitter.anyway good
3132,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
1819,ham,Am i that much dirty fellow?
4867,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
962,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
4554,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
4460,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
4984,ham,Networking job is there.
786,ham,"She was supposed to be but couldn't make it, she's still in town though"
3594,ham,"Sorry, I'll call later"
3510,ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
1047,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
3397,spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
534,ham,I'll be late...
4634,ham,Oh wow thats gay. Will firmware update help
4242,ham,Detroit. The home of snow. Enjoy it.
5439,ham,Hey i've booked the 2 lessons on sun liao...
3391,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
4453,ham,I've told you everything will stop. Just dont let her get dehydrated.
2538,ham,That's y we haf to combine n c how lor...
4859,ham,Ok...
1434,ham,You intrepid duo you! Have a great time and see you both soon. 
3023,ham,How dare you change my ring
4957,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
1563,ham,Dude just saw a parked car with its sunroof popped up. Sux
612,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
4699,ham,Don no da:)whats you plan?
5469,ham,Ok lor.
1862,ham,Aiyah then i wait lor. Then u entertain me. Hee...
4206,spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
3591,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
2971,ham,U should make a fb list
2523,ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
793,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
787,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
4503,ham,Wot is u up 2 then bitch?
4223,ham,Yo you around? A friend of mine's lookin to pick up later tonight
4299,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
2488,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
1168,ham,Lol now I'm after that hot air balloon!
1614,ham,Thnx dude. u guys out 2nite?
3550,ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
3339,ham,"K, if u bored up just come to my home.."
168,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
4908,ham,Then anything special?
4703,ham,Anytime...
4701,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
5060,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
2733,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
4128,ham,"Sorry, I'll call later"
4899,ham,Oh for fuck's sake she's in like tallahassee
3710,ham,Ok.ok ok..then..whats ur todays plan
5012,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
3518,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
834,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
4031,ham,"Cool, I'll text you in a few"
848,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
2793,ham,Well there's still a bit left if you guys want to tonight
4379,ham,"Doing nothing, then u not having dinner w us?"
791,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
3694,ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
286,ham,"K, I might come by tonight then if my class lets out early"
3701,ham,Oh...i asked for fun. Haha...take care. ü
3020,ham,Wat time do u wan 2 meet me later?
810,ham,Ugh I don't wanna get out of bed. It's so warm.
601,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
5548,ham,"No, I was trying it all weekend ;V"
746,ham,Dunno he jus say go lido. Same time 930.
436,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
3163,ham,I can't describe how lucky you are that I'm actually awake by noon
2474,ham,Ok lor wat time ü finish?
334,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
3543,ham,Ü come lt 25 n pass to me lar
1803,ham,Ok lor thanx... Ü in school?
3158,ham,Havent shopping now lor i juz arrive only
3312,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
619,ham,I come n pick ü up... Come out immediately aft ur lesson...
745,ham,Men like shorter ladies. Gaze up into his eyes.
2119,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2403,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
208,ham,"Aight yo, dats straight dogg"
3539,ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
4396,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
4827,ham,"Haha, just what I was thinkin"
2773,ham,Still in customer place
4943,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
2636,ham,Tiwary to rcb.battle between bang and kochi.
1948,ham,The battery is for mr adewale my uncle. Aka Egbon
2598,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
429,ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
3396,ham,Then i buy.
4640,ham,Of course. I guess god's just got me on hold right now.
1406,ham,K..k..any special today?
1199,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
994,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
633,ham,Oh that was a forwarded message. I thought you send that to me
923,ham,It shall be fine. I have avalarr now. Will hollalater
3969,ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
341,ham,Ok that's great thanx a lot.
4303,ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
4557,ham,Gettin rdy to ship comp
4051,ham,Ok ok take care. I can understand.
299,ham,I cant pick the phone right now. Pls send a message
5225,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
665,ham,Yes baby! We can study all the positions of the kama sutra ;)
5373,ham,"K I'll head out in a few mins, see you there"
4874,ham,Lol! Oops sorry! Have fun. 
3499,ham,You said to me before i went back to bed that you can't sleep for anything.
1263,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
3322,ham,Yo im right by yo work
1479,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
2233,ham,Nothing just getting msgs by dis name wit different no's..
2355,ham,R we going with the  &lt;#&gt;  bus?
5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
5567,spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
3961,ham,I sent lanre fakeye's Eckankar details to the mail box
2694,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
4508,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
4124,ham,"Cool, want me to go to kappa or should I meet you outside mu"
3950,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
761,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
5036,ham,How many times i told in the stage all use to laugh. You not listen aha.
2917,ham,What time should I tell my friend to be around?
5029,ham,Go chase after her and run her over while she's crossing the street
414,ham,Bring home some Wendy =D
4770,ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
4461,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
827,ham,Hahaha..use your brain dear
3558,ham,I had it already..sabarish asked me to go..
5021,ham,"It's cool, we can last a little while. Getting more any time soon?"
1213,ham,"Yo, the game almost over? Want to go to walmart soon"
1915,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
4683,ham,"Haha yeah, 2 oz is kind of a shitload"
2961,ham,Sir send to group mail check it.
1394,ham,Oh ok..
