,label,message
2054,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
1878,ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
3785,ham,Dear got train and seat mine lower seat
1337,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
575,ham,Nope i waiting in sch 4 daddy... 
2405,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
547,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
3189,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
4483,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
668,ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
567,ham,Oooh bed ridden ey? What are YOU thinking of?
1699,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
1015,ham,"Ya, told..she was asking wats matter?"
948,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
526,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
3190,ham,X2  &lt;#&gt; . Are you going to get that
828,ham,Hey. You got any mail?
3523,ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
491,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
2160,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
2416,ham,Huh means computational science... Y they like dat one push here n there...
96,ham,Watching telugu movie..wat abt u?
3421,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
1967,ham,What's a feathery bowa? Is that something guys have that I don't know about?
2163,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
2318,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
3847,ham,Pls go there today  &lt;#&gt; . I dont want any excuses
3744,ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
1446,ham,I am in a marriage function
5310,ham,"yeah, that's what I was thinking"
1158,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
870,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
3605,ham,Hey morning what you come to ask:-) pa...
3742,spam,2/2 146tf150p
633,ham,Oh that was a forwarded message. I thought you send that to me
3341,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
1282,ham,Am I the only one who doesn't stalk profiles?
5460,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
2941,spam,You have 1 new message. Please call 08712400200.
5390,ham,Nt joking seriously i told
2324,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
2401,ham,Hi! This is Roger from CL. How are you?
5018,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
3985,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
797,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
5024,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
4220,ham,Anything lor if they all go then i go lor...
4352,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1896,ham,"Uh, heads up we don't have THAT much left"
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...
410,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
3723,ham,I'm in a movie... Collect car oredi...
4448,ham,Please tell me you have some of that special stock you were talking about
2372,ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
3616,ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
4614,ham,How much you got for cleaning
2113,spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
723,ham,That is wondar full flim.
3454,ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
5242,ham,Hmm thinking lor...
4634,ham,Oh wow thats gay. Will firmware update help
4774,ham,Ok then u tell me wat time u coming later lor.
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
3219,ham,Don know:)this week i'm going to tirunelvai da.
4495,ham,Man this bus is so so so slow. I think you're gonna get there before me
728,ham,"Alright omw, gotta change my order to a half8th"
1601,ham,K.then any other special?
4471,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
5182,ham,I sent them. Do you like?
2646,ham,"Sorry, I'll call later"
1458,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
2576,ham,Now thats going to ruin your thesis!
2691,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
1969,ham,2 laptop... I noe infra but too slow lar... I wan fast one
5043,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
4953,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
4905,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
2260,ham,Ill call you evening ill some ideas.
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
2223,ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
4996,ham,"Just looked it up and addie goes back Monday, sucks to be her"
4061,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
3540,ham,What happen dear. Why you silent. I am tensed
4472,ham,Wa... U so efficient... Gee... Thanx...
740,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
4997,ham,Happy new year. Hope you are having a good semester
358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
4667,ham,Not..tel software name..
284,ham,Okie...
4542,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
2262,ham,Did you show him and wot did he say or could u not c him 4 dust?
3427,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
117,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
654,ham,Fine i miss you very much.
368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
2115,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
2767,spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
1241,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
2280,ham,"Sorry, I'll call later in meeting"
4083,ham,No no. I will check all rooms befor activities
341,ham,Ok that's great thanx a lot.
403,ham,The hair cream has not been shipped.
3162,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
4218,ham,Will be office around 4 pm. Now i am going hospital.
868,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
4680,ham,Sry da..jst nw only i came to home..
4320,ham,Are you still playing with gautham?
5458,ham,"Sorry, I'll call later"
3601,ham,I know you mood off today
443,ham,Oic... I saw him too but i tot he din c me... I found a group liao...
5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
2729,spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
726,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
3687,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
184,ham,"He will, you guys close?"
1469,spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
4335,ham,Boo what time u get out? U were supposed to take me shopping today. :(
4764,ham,Prepare to be pleasured :)
4775,ham,U repeat e instructions again. Wat's e road name of ur house?
3986,ham,"Whatever, juliana. Do whatever you want."
2085,ham,How are you. Wish you a great semester
4285,ham,Yes. I come to nyc for audiitions and am trying to relocate.
5336,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
1030,ham,"Its good, we'll find a way"
2351,ham,You will be in the place of that man
2359,ham,I'll talk to the others and probably just come early tomorrow then
4223,ham,Yo you around? A friend of mine's lookin to pick up later tonight
101,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
4975,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
2116,ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
3418,ham,But i haf enuff space got like 4 mb...
128,ham,Are you there in room.
2315,ham,Also that chat was awesome but don't make it regular unless you can see her in person
4534,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
4366,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4267,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4849,ham,S.this will increase the chance of winning.
503,ham,Check with nuerologist.
583,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
877,ham,Are you in castor? You need to see something
2545,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
3034,ham,"Aight, lemme know what's up"
2620,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
4778,ham,Sorry completely forgot * will pop em round this week if your still here?
3364,ham,Can... I'm free...
1473,ham,"Just sent you an email – to an address with incomm in it, is that right?"
3188,ham,Howz that persons story
292,ham,Haf u found him? I feel so stupid da v cam was working.
216,ham,Finally the match heading towards draw as your prediction.
3473,ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
2698,ham,Can you use foreign stamps for whatever you send them off for? 
312,spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
212,ham,Home so we can always chat
3677,ham,Hey r ü still online? I've finished the formatting...
3158,ham,Havent shopping now lor i juz arrive only
3245,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
1477,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
5047,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
452,ham,Thanks for this hope you had a good day today
1327,ham,"Sorry, was in the bathroom, sup"
2367,spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
4208,ham,"Lets use it next week, princess :)"
1933,ham,Jus finished avatar nigro
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
5365,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
246,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
5270,ham,Did u fix the teeth?if not do it asap.ok take care.
1942,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
4219,ham,Actually i'm waiting for 2 weeks when they start putting ad.
196,ham,Gud mrng dear hav a nice day
1325,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
5438,ham,What are youdoing later? Sar xxx
2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
1193,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
804,spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
883,ham,I love to give massages. I use lots of baby oil... What is your fave position?
4524,ham,Actually I decided I was too hungry so I haven't left yet :V
5570,ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
422,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
3741,ham,No da. . Vijay going to talk in jaya tv
2291,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
4037,ham,How are you holding up?
2642,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1669,ham,"Yes..but they said its IT.,"
2744,ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
898,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
2348,ham,But i dint slept in afternoon.
4946,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
4440,ham,i want to grasp your pretty booty :)
628,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
852,ham,"I am real, baby! I want to bring out your inner tigress..."
3214,ham,What's ur pin?
1573,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
636,ham,Me n him so funny...
4426,ham,Just now saw your message.it k da:)
1457,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
3081,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3433,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
3054,ham,Pls send me the correct name da.
4840,ham,That's one of the issues but california is okay. No snow so its manageable
2328,spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
4096,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
4043,ham,What time do u get out?
2271,ham,U know we watchin at lido?
751,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
1687,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
4311,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
185,ham,Going on nothing great.bye
4202,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
694,ham,Will purchase d stuff today and mail to you. Do you have a po box number?
2636,ham,Tiwary to rcb.battle between bang and kochi.
4185,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
3587,spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
687,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
3128,ham,Thats cool. i liked your photos. You are very sexy!
765,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
2964,ham,You dont know you jabo me abi.
9,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
866,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
4730,ham,I've reached already.
4737,ham,"Not for possession, especially not first offense"
1612,ham,645
5020,ham,Great! How is the office today?
2666,ham,R u meeting da ge at nite tmr?
4907,ham,Will you come online today night
3543,ham,Ü come lt 25 n pass to me lar
4148,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
673,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
1979,ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
2894,ham,K I'll be sure to get up before noon and see what's what
1788,ham,Yes:)sura in sun tv.:)lol.
3229,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
4660,ham,I cant pick the phone right now. Pls send a message
2274,ham,Cold. Dont be sad dear
2999,ham,No b4 Thursday
4205,ham,How are you enjoying this semester? Take care brother.
3212,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
351,ham,"Nah can't help you there, I've never had an iphone"
1831,ham,That's the way you should stay oh.
2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
3908,ham,No that just means you have a fat head
4555,ham,Try to do something dear. You read something for exams
2279,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
519,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
1721,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
3475,ham,", how's things? Just a quick question."
457,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
4281,spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
2537,ham,You do what all you like
3572,ham,But you dint in touch with me.
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
3363,ham,No messages on her phone. I'm holding it now
1901,ham,And miss vday the parachute and double coins??? U must not know me very well...
3614,ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
3367,ham,I am waiting for your call sir.
1758,ham,"Miss ya, need ya, want ya, love ya."
4593,ham,Right it wasnt you who phoned it was someone with a number like yours!
3792,spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
2929,ham,Anything...
4394,spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
1007,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
1556,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
4470,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
4935,ham,Hey do you want anything to buy:)
1179,ham,"I'm outside islands, head towards hard rock and you'll run into me"
1075,ham,Aight ill get on fb in a couple minutes
3202,ham,Nice.nice.how is it working?
2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
1066,ham,No my mum went 2 dentist.
3328,ham, what number do u live at? Is it 11?
2687,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
950,ham,Is that what time you want me to come?
226,ham,Would really appreciate if you call me. Just need someone to talk to.
4064,ham,How are you. Its been ages. How's abj
1419,ham,Lmao. Take a pic and send it to me.
4944,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
3094,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3439,ham,Its good to hear from you
2509,ham,Ok...
4881,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
1333,ham,It's ok lar. U sleep early too... Nite...
3528,ham,Should i send you naughty pix? :)
1031,ham,Can not use foreign stamps in this country. Good lecture .
2619,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
1063,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
4089,ham,He needs to stop going to bed and make with the fucking dealing
3345,ham,Oh great. I.ll disturb him more so that we can talk.
3662,ham,Well then you have a great weekend!
5440,ham,Thank you. do you generally date the brothas?
4939,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
3779,ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"
5568,ham,Will ü b going to esplanade fr home?
2467,ham,He is world famamus....
1182,ham,You flippin your shit yet?
1679,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
5408,ham,... Are you in the pub?
4099,ham,I think just yourself …Thanks and see you tomo
2977,ham,I love u 2 my little pocy bell I am sorry but I love u
3142,ham,Customer place i will call you
390,ham,Yup having my lunch buffet now.. U eat already?
2298,ham,Draw va?i dont think so:)
1440,ham,In fact when do you leave? I think addie goes back to school tues or wed
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
708,ham,Quite late lar... Ard 12 anyway i wun b drivin...
1904,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
4126,ham,May b approve panalam...but it should have more posts..
1460,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
3562,spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
5453,ham,Except theres a chick with huge boobs.
4954,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
5478,ham,No probably  &lt;#&gt; %.
3237,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
3830,ham,"Sure, I'll see if I can come by in a bit"
469,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
5396,ham,As in i want custom officer discount oh.
3025,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
5077,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
2320,ham,In which place do you want da.
3011,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
4255,ham,"How about clothes, jewelry, and trips?"
1913,ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
3930,ham,Yes. Nigh you cant aha.
4912,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
4485,ham,Shopping? Eh ger i toking abt syd leh...Haha
2660,ham,Ok...
1546,ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
5134,ham,Sday only joined.so training we started today:)
3183,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
4416,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
643,ham,Probably gonna swing by in a wee bit
2142,ham,Alright took the morphine. Back in yo.
2201,ham,Haha... can... But i'm having dinner with my cousin...
2325,ham,Ok lor.
2703,ham,"Omw back to tampa from west palm, you hear what happened?"
245,ham,U don't remember that old commercial?
4409,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
45,ham,No calls..messages..missed calls
1899,ham,Wat would u like 4 ur birthday?
102,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
3280,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
502,ham,When can ü come out?
3831,ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
23,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
3327,ham,Huh so fast... Dat means u havent finished painting?
4974,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
